# PDOK Locatieserver woonplaats centroids (WGS84); CC0, Kadaster
place,municipality,province,lat,lon
Rohel,De Fryske Marren,Fryslân,52.91123,5.83051
Rolde,Aa en Hunze,Drenthe,52.98680,6.64568
Roodeschool,Het Hogeland,Groningen,53.41531,6.78167
Roosendaal,Roosendaal,Noord-Brabant,51.52926,4.45870
Roosteren,Echt-Susteren,Limburg,51.08108,5.81403
Rosmalen,'s-Hertogenbosch,Noord-Brabant,51.72454,5.37963
Rossum,Dinkelland,Overijssel,52.36041,6.92991
Rossum,Maasdriel,Gelderland,51.79638,5.31127
Roswinkel,Emmen,Drenthe,52.83891,7.02523
Rotstergaast,De Fryske Marren,Fryslân,52.90875,5.90421
Rotsterhaule,De Fryske Marren,Fryslân,52.91898,5.85536
Rotterdam,Rotterdam,Zuid-Holland,51.92249,4.48654
Rotterdam-Albrandswaard,Albrandswaard,Zuid-Holland,51.86946,4.41926
Rottevalle,Smallingerland,Fryslân,53.14485,6.09628
Rottum,De Fryske Marren,Fryslân,52.93926,5.89775
Rottum,Het Hogeland,Groningen,53.38334,6.62313
Rouveen,Staphorst,Overijssel,52.61415,6.15882
Rozenburg,Haarlemmermeer,Noord-Holland,52.27927,4.73251
Rozenburg,Rotterdam,Zuid-Holland,51.91556,4.23182
Rozendaal,Rozendaal,Gelderland,52.04254,5.96789
Rucphen,Rucphen,Noord-Brabant,51.53059,4.54446
Ruigahuizen,De Fryske Marren,Fryslân,52.87992,5.57055
Ruinen,De Wolden,Drenthe,52.75688,6.36492
Ruinen,Westerveld,Drenthe,52.78744,6.38133
Ruinerwold,De Wolden,Drenthe,52.73238,6.27063
Rumpt,West Betuwe,Gelderland,51.87043,5.17815
Rutten,Noordoostpolder,Flevoland,52.81168,5.71041
Ruurlo,Berkelland,Gelderland,52.06557,6.46486
Ryptsjerk,Tytsjerksteradiel,Fryslân,53.22904,5.91511
Saaksum,Westerkwartier,Groningen,53.31865,6.42409
Saasveld,Dinkelland,Overijssel,52.33639,6.80319
Saaxumhuizen,Het Hogeland,Groningen,53.37956,6.48694
Sambeek,Land van Cuijk,Noord-Brabant,51.63038,5.95936
Sandfirden,Súdwest-Fryslân,Fryslân,52.98665,5.51805
Santpoort-Noord,Velsen,Noord-Holland,52.43607,4.62356
Santpoort-Zuid,Velsen,Noord-Holland,52.42113,4.63257
Sappemeer,Midden-Groningen,Groningen,53.16410,6.79657
Sas van Gent,Terneuzen,Zeeland,51.25681,3.80416
Sassenheim,Teylingen,Zuid-Holland,52.21894,4.51750
Sauwerd,Het Hogeland,Groningen,53.29515,6.53668
Schagen,Schagen,Noord-Holland,52.78696,4.79552
Schagerbrug,Schagen,Noord-Holland,52.80768,4.74952
Schaijk,Maashorst,Noord-Brabant,51.73228,5.62739
Schalkhaar,Deventer,Overijssel,52.28955,6.21666
Schalkwijk,Houten,Utrecht,51.98564,5.19535
Schalsum,Waadhoeke,Fryslân,53.19915,5.57597
Schardam,Edam-Volendam,Noord-Holland,52.60016,5.01997
Scharendijke,Schouwen-Duiveland,Zeeland,51.73289,3.85353
Scharmer,Midden-Groningen,Groningen,53.19953,6.71655
Scharnegoutum,Súdwest-Fryslân,Fryslân,53.06584,5.67290
Scharsterbrug,De Fryske Marren,Fryslân,52.94251,5.78078
Scharwoude,Koggenland,Noord-Holland,52.62004,5.01512
Scheemda,Oldambt,Groningen,53.17641,6.95688
Scheerwolde,Steenwijkerland,Overijssel,52.77137,6.01761
Schellinkhout,Drechterland,Noord-Holland,52.63041,5.12547
Schelluinen,Molenlanden,Zuid-Holland,51.85001,4.92888
Schermerhorn,Alkmaar,Noord-Holland,52.60567,4.88211
Scherpenisse,Tholen,Zeeland,51.52822,4.09910
Scherpenzeel,Scherpenzeel,Gelderland,52.08932,5.50049
Scherpenzeel,Weststellingwerf,Fryslân,52.82827,5.86222
Schettens,Súdwest-Fryslân,Fryslân,53.08305,5.48435
Scheulder,Eijsden-Margraten,Limburg,50.82740,5.85017
Schiedam,Schiedam,Zuid-Holland,51.92676,4.38526
Schiermonnikoog,Schiermonnikoog,Fryslân,53.47444,6.22232
Schijf,Rucphen,Noord-Brabant,51.49655,4.53879
Schijndel,Meierijstad,Noord-Brabant,51.62210,5.43651
Schildwolde,Midden-Groningen,Groningen,53.23721,6.80616
Schimmert,Beekdaelen,Limburg,50.90235,5.81976
Schin op Geul,Valkenburg aan de Geul,Limburg,50.84749,5.86017
Schinnen,Beekdaelen,Limburg,50.93881,5.88057
Schinveld,Beekdaelen,Limburg,50.97104,5.99250
Schipborg,Aa en Hunze,Drenthe,53.06618,6.67599
Schiphol,Haarlemmermeer,Noord-Holland,52.31122,4.76071
Schiphol-Rijk,Haarlemmermeer,Noord-Holland,52.28191,4.76039
Schipluiden,Midden-Delfland,Zuid-Holland,51.97369,4.32532
Schokland,Noordoostpolder,Flevoland,52.63998,5.77348
Schoondijke,Sluis,Zeeland,51.35316,3.55783
Schoonebeek,Emmen,Drenthe,52.66884,6.90119
Schoonhoven,Krimpenerwaard,Zuid-Holland,51.95119,4.84981
Schoonloo,Aa en Hunze,Drenthe,52.89476,6.70722
Schoonoord,Coevorden,Drenthe,52.83345,6.77682
Schoonrewoerd,Vijfheerenlanden,Utrecht,51.92986,5.11835
Schoorl,Bergen (NH),Noord-Holland,52.71021,4.66218
Schore,Kapelle,Zeeland,51.46781,3.99323
Schouwerzijl,Het Hogeland,Groningen,53.32727,6.44442
Schraard,Súdwest-Fryslân,Fryslân,53.07729,5.45214
Schuinesloot,Hardenberg,Overijssel,52.65293,6.56064
Sebaldeburen,Westerkwartier,Groningen,53.22451,6.30378
Sellingen,Westerwolde,Groningen,52.94773,7.12837
Serooskerke,Schouwen-Duiveland,Zeeland,51.65202,3.77432
Serooskerke,Veere,Zeeland,51.55162,3.59743
Sevenum,Horst aan de Maas,Limburg,51.40168,6.02341
Sexbierum,Waadhoeke,Fryslân,53.21915,5.49104
Sibculo,Hardenberg,Overijssel,52.48711,6.62666
Sibculo,Twenterand,Overijssel,52.48834,6.65600
Sibrandabuorren,Súdwest-Fryslân,Fryslân,53.05907,5.73520
Sibrandahûs,Dantumadiel,Fryslân,53.31435,5.95403
Siddeburen,Midden-Groningen,Groningen,53.24523,6.87749
Siebengewald,Bergen (L),Limburg,51.65134,6.07637
Siegerswoude,Opsterland,Fryslân,53.09690,6.23653
Sijbekarspel,Medemblik,Noord-Holland,52.70988,4.99992
Silvolde,Oude IJsselstreek,Gelderland,51.90598,6.40207
Simonshaven,Nissewaard,Zuid-Holland,51.82630,4.28792
Simpelveld,Simpelveld,Limburg,50.83809,5.97578
Sinderen,Oude IJsselstreek,Gelderland,51.91735,6.44851
Sint Agatha,Land van Cuijk,Noord-Brabant,51.70875,5.90440
Sint Annen,Groningen,Groningen,53.29688,6.66811
Sint Anthonis,Land van Cuijk,Noord-Brabant,51.62148,5.86908
Sint Geertruid,Eijsden-Margraten,Limburg,50.79430,5.77165
Sint Hubert,Land van Cuijk,Noord-Brabant,51.67564,5.81194
Sint Jansklooster,Steenwijkerland,Overijssel,52.68131,6.01310
Sint Jansteen,Hulst,Zeeland,51.25906,4.04307
Sint Joost,Echt-Susteren,Limburg,51.11482,5.91094
Sint Kruis,Sluis,Zeeland,51.27978,3.50273
Sint Maarten,Schagen,Noord-Holland,52.75804,4.74911
Sint Maartensbrug,Schagen,Noord-Holland,52.78112,4.72390
Sint Maartensvlotbrug,Schagen,Noord-Holland,52.79014,4.69788
Sint Nicolaasga,De Fryske Marren,Fryslân,52.92323,5.75425
Sint Odiliënberg,Roerdalen,Limburg,51.14613,5.98838
Sint Pancras,Dijk en Waard,Noord-Holland,52.66243,4.78612
Sint Philipsland,Tholen,Zeeland,51.63187,4.15782
Sint-Annaland,Tholen,Zeeland,51.60106,4.09349
Sint-Maartensdijk,Tholen,Zeeland,51.55950,4.05582
Sint-Michielsgestel,Sint-Michielsgestel,Noord-Brabant,51.64954,5.34408
Sint-Oedenrode,Meierijstad,Noord-Brabant,51.56370,5.46890
Sintjohannesga,De Fryske Marren,Fryslân,52.93273,5.86989
Sirjansland,Schouwen-Duiveland,Zeeland,51.67911,4.04452
Sittard,Sittard-Geleen,Limburg,51.00041,5.86973
Skingen,Waadhoeke,Fryslân,53.20390,5.62212
Slagharen,Hardenberg,Overijssel,52.62951,6.54311
Slappeterp,Waadhoeke,Fryslân,53.21880,5.62212
Sleen,Coevorden,Drenthe,52.76967,6.78928
Sleeuwijk,Altena,Noord-Brabant,51.81493,4.94103
Slenaken,Gulpen-Wittem,Limburg,50.77126,5.85448
Sliedrecht,Sliedrecht,Zuid-Holland,51.83069,4.77295
Slijk-Ewijk,Overbetuwe,Gelderland,51.88812,5.77896
Slijkenburg,Weststellingwerf,Fryslân,52.80634,5.84552
Slochteren,Midden-Groningen,Groningen,53.21363,6.79158
Slootdorp,Hollands Kroon,Noord-Holland,52.85975,4.95933
Sloten,De Fryske Marren,Fryslân,52.90421,5.64223
Sluis,Sluis,Zeeland,51.29407,3.39805
Sluiskil,Terneuzen,Zeeland,51.28628,3.83684
Smakt,Venray,Limburg,51.55608,6.00606
Smalle Ee,Smallingerland,Fryslân,53.10276,6.00374
Smallebrugge,Súdwest-Fryslân,Fryslân,52.95955,5.63775
Smilde,Midden-Drenthe,Drenthe,52.94356,6.44307
Snakkerburen,Leeuwarden,Fryslân,53.22190,5.81100
Sneek,Súdwest-Fryslân,Fryslân,53.02922,5.66510
Snelrewaard,Oudewater,Utrecht,52.03787,4.89428
Snikzwaag,De Fryske Marren,Fryslân,52.98723,5.79200
Soerendonk,Cranendonck,Noord-Brabant,51.30566,5.57192
Soest,Soest,Utrecht,52.16087,5.29510
Soesterberg,Soest,Utrecht,52.12219,5.30490
Someren,Someren,Noord-Brabant,51.36124,5.70110
Sommelsdijk,Goeree-Overflakkee,Zuid-Holland,51.76474,4.14016
Son en Breugel,Son en Breugel,Noord-Brabant,51.51638,5.48247
Sondel,De Fryske Marren,Fryslân,52.86431,5.61250
Sonnega,Weststellingwerf,Fryslân,52.86450,5.97340
Spaarndam,Haarlemmermeer,Noord-Holland,52.41179,4.70391
Spaarndam gem. Haarlem,Haarlem,Noord-Holland,52.41478,4.67414
Spanbroek,Opmeer,Noord-Holland,52.68891,4.94994
Spanga,Weststellingwerf,Fryslân,52.81479,5.87209
Spankeren,Rheden,Gelderland,52.06513,6.11026
Spannum,Waadhoeke,Fryslân,53.13866,5.60456
Spaubeek,Beek,Limburg,50.93619,5.83899
Spier,Midden-Drenthe,Drenthe,52.81461,6.47624
Spier,Westerveld,Drenthe,52.82038,6.45819
Spierdijk,Koggenland,Noord-Holland,52.65606,4.94089
Spijk,Eemsdelta,Groningen,53.40114,6.83532
Spijk,West Betuwe,Gelderland,51.85244,5.01640
Spijk,Zevenaar,Gelderland,51.85429,6.14275
Spijkenisse,Nissewaard,Zuid-Holland,51.84266,4.34295
Spijkerboor,Aa en Hunze,Drenthe,53.07864,6.76915
Spijkerboor,Wormerland,Noord-Holland,52.52543,4.83965
Sprang-Capelle,Waalwijk,Noord-Brabant,51.68868,5.00137
Sprundel,Rucphen,Noord-Brabant,51.52955,4.60783
Spui,Terneuzen,Zeeland,51.29681,3.87276
St. Willebrord,Rucphen,Noord-Brabant,51.55102,4.58786
St.-Annaparochie,Waadhoeke,Fryslân,53.30340,5.65402
St.-Jacobiparochie,Waadhoeke,Fryslân,53.27962,5.60884
Stad aan 't Haringvliet,Goeree-Overflakkee,Zuid-Holland,51.73503,4.22927
Stadskanaal,Stadskanaal,Groningen,53.00533,6.94012
Stampersgat,Halderberge,Noord-Brabant,51.60777,4.44255
Standdaarbuiten,Moerdijk,Noord-Brabant,51.62494,4.52642
Staphorst,Staphorst,Overijssel,52.65244,6.20189
Starnmeer,Alkmaar,Noord-Holland,52.53975,4.79780
Startenhuizen,Eemsdelta,Groningen,53.36440,6.70301
Startenhuizen,Het Hogeland,Groningen,53.37496,6.71009
Stavenisse,Tholen,Zeeland,51.58427,3.98443
Stavoren,Súdwest-Fryslân,Fryslân,52.89144,5.29992
Stedum,Eemsdelta,Groningen,53.31776,6.69129
Steenbergen,Noordenveld,Drenthe,53.10510,6.40262
Steenbergen,Steenbergen,Noord-Brabant,51.57652,4.32524
Steendam,Midden-Groningen,Groningen,53.27762,6.84645
Steenderen,Bronckhorst,Gelderland,52.05892,6.17966
Steenenkamer,Voorst,Gelderland,52.24423,6.14794
Steensel,Eersel,Noord-Brabant,51.37697,5.36182
Steenwijk,Steenwijkerland,Overijssel,52.78904,6.12632
Steenwijkerwold,Steenwijkerland,Overijssel,52.78850,6.06185
Stegeren,Ommen,Overijssel,52.54596,6.50413
Steggerda,Weststellingwerf,Fryslân,52.86017,6.08172
Stein,Stein,Limburg,50.97262,5.76321
Stellendam,Goeree-Overflakkee,Zuid-Holland,51.80062,4.03464
Sterksel,Heeze-Leende,Noord-Brabant,51.35465,5.62332
Stevensbeek,Land van Cuijk,Noord-Brabant,51.60553,5.91811
Stevensweert,Maasgouw,Limburg,51.12794,5.84984
Steyl,Venlo,Limburg,51.33452,6.12455
Stieltjeskanaal,Coevorden,Drenthe,52.67372,6.81034
Stiens,Leeuwarden,Fryslân,53.26495,5.77725
Stitswerd,Het Hogeland,Groningen,53.36009,6.59451
Stokkum,Montferland,Gelderland,51.87941,6.21259
Stolwijk,Krimpenerwaard,Zuid-Holland,51.96904,4.75462
Stompetoren,Alkmaar,Noord-Holland,52.61336,4.81700
Stoutenburg,Leusden,Utrecht,52.15225,5.43589
Stoutenburg Noord,Amersfoort,Utrecht,52.15928,5.46556
Stramproy,Weert,Limburg,51.19357,5.70786
Streefkerk,Molenlanden,Zuid-Holland,51.90311,4.77533
Striep,Terschelling,Fryslân,53.37525,5.29021
Strijbeek,Alphen-Chaam,Noord-Brabant,51.50991,4.80360
Strijen,Hoeksche Waard,Zuid-Holland,51.74960,4.54414
Strijensas,Hoeksche Waard,Zuid-Holland,51.71318,4.57203
Stroe,Barneveld,Gelderland,52.19287,5.69792
Stroobos,Achtkarspelen,Fryslân,53.23244,6.20387
Stuifzand,Hoogeveen,Drenthe,52.75281,6.50160
Stuifzand,Midden-Drenthe,Drenthe,52.77159,6.49869
Sumar,Tytsjerksteradiel,Fryslân,53.17157,6.01630
Surhuisterveen,Achtkarspelen,Fryslân,53.17450,6.16079
Surhuizum,Achtkarspelen,Fryslân,53.20637,6.18995
Susteren,Echt-Susteren,Limburg,51.06724,5.85916
Suwâld,Tytsjerksteradiel,Fryslân,53.18104,5.91229
Swalmen,Roermond,Limburg,51.22781,6.03698
Sweagerbosk,Noardeast-Fryslân,Fryslân,53.24793,6.04966
Sweikhuizen,Beekdaelen,Limburg,50.95406,5.85005
Swichum,Leeuwarden,Fryslân,53.15233,5.82118
Swifterbant,Dronten,Flevoland,52.58773,5.62763
Swolgen,Horst aan de Maas,Limburg,51.49346,6.11997
Taarlo,Tynaarlo,Drenthe,53.03614,6.62589
Teeffelen,Oss,Noord-Brabant,51.79599,5.49863
Teerns,Leeuwarden,Fryslân,53.18046,5.83410
Tegelen,Venlo,Limburg,51.33669,6.15067
Ten Boer,Groningen,Groningen,53.27301,6.69494
Ten Post,Groningen,Groningen,53.29054,6.74058
Ter Aar,Nieuwkoop,Zuid-Holland,52.17768,4.72008
Ter Aard,Assen,Drenthe,53.02767,6.54599
Ter Apel,Westerwolde,Groningen,52.88289,7.07847
Ter Apelkanaal,Westerwolde,Groningen,52.92008,7.06489
Ter Heijde,Westland,Zuid-Holland,52.03001,4.16835
Ter Idzard,Weststellingwerf,Fryslân,52.91127,6.03089
Terband,Heerenveen,Fryslân,52.99753,5.90314
Terborg,Oude IJsselstreek,Gelderland,51.92553,6.35871
Terheijden,Drimmelen,Noord-Brabant,51.64761,4.74695
Terherne,De Fryske Marren,Fryslân,53.03846,5.78785
Terhole,Hulst,Zeeland,51.31170,4.04597
Terkaple,De Fryske Marren,Fryslân,53.01640,5.78962
Termunten,Eemsdelta,Groningen,53.29075,7.08157
Termunterzijl,Eemsdelta,Groningen,53.30178,7.04877
Ternaard,Noardeast-Fryslân,Fryslân,53.39296,5.95310
Terneuzen,Terneuzen,Zeeland,51.35179,3.80891
Teroele,De Fryske Marren,Fryslân,52.93785,5.70282
Terschuur,Barneveld,Gelderland,52.16025,5.51960
Tersoal,Súdwest-Fryslân,Fryslân,53.06799,5.74172
Terwispel,Opsterland,Fryslân,53.02763,6.03368
Terwolde,Voorst,Gelderland,52.27164,6.08121
Teteringen,Breda,Noord-Brabant,51.61662,4.81266
Teuge,Voorst,Gelderland,52.23686,6.04975
Thesinge,Groningen,Groningen,53.27408,6.65288
Tholen,Tholen,Zeeland,51.52187,4.18593
Thorn,Maasgouw,Limburg,51.16280,5.84904
Tiel,Tiel,Gelderland,51.89421,5.42805
Tiendeveen,Hoogeveen,Drenthe,52.75078,6.54079
Tiendeveen,Midden-Drenthe,Drenthe,52.76767,6.52811
Tienhoven,Stichtse Vecht,Utrecht,52.15850,5.08633
Tienhoven aan de Lek,Vijfheerenlanden,Utrecht,51.95029,4.94255
Tienray,Horst aan de Maas,Limburg,51.49214,6.08718
Tijnje,Opsterland,Fryslân,53.03684,5.98330
Tilburg,Tilburg,Noord-Brabant,51.57275,5.04530
Tilligte,Dinkelland,Overijssel,52.40554,6.94758
Tinallinge,Het Hogeland,Groningen,53.35173,6.54840
Tinte,Voorne aan Zee,Zuid-Holland,51.89088,4.13494
Tirns,Súdwest-Fryslân,Fryslân,53.06159,5.62638
Tjalhuizum,Súdwest-Fryslân,Fryslân,53.04739,5.61207
Tjalleberd,Heerenveen,Fryslân,53.00696,5.94190
Tjerkgaast,De Fryske Marren,Fryslân,52.91265,5.67902
Tjerkwerd,Súdwest-Fryslân,Fryslân,53.04044,5.50519
Tjuchem,Midden-Groningen,Groningen,53.27735,6.87994
Tolbert,Westerkwartier,Groningen,53.18032,6.35481
Toldijk,Bronckhorst,Gelderland,52.04224,6.22729
Tolkamer,Zevenaar,Gelderland,51.86552,6.08918
Tollebeek,Noordoostpolder,Flevoland,52.68288,5.64717
Tonden,Brummen,Gelderland,52.13541,6.12757
Toornwerd,Eemsdelta,Groningen,53.35728,6.64023
Tricht,West Betuwe,Gelderland,51.90770,5.25906
Tripscompagnie,Midden-Groningen,Groningen,53.14049,6.82875
Tubbergen,Tubbergen,Overijssel,52.40585,6.78162
Tuil,West Betuwe,Gelderland,51.82948,5.22990
Tuitjenhorn,Schagen,Noord-Holland,52.73783,4.75561
Tuk,Steenwijkerland,Overijssel,52.79703,6.08938
Tull en 't Waal,Houten,Utrecht,51.99918,5.14365
Twello,Voorst,Gelderland,52.23960,6.10041
Twijzel,Achtkarspelen,Fryslân,53.23850,6.09913
Twijzelerheide,Achtkarspelen,Fryslân,53.23717,6.04988
Twisk,Medemblik,Noord-Holland,52.73979,5.04905
Tynaarlo,Tynaarlo,Drenthe,53.07905,6.61879
Tytsjerk,Tytsjerksteradiel,Fryslân,53.19940,5.89426
Tzum,Waadhoeke,Fryslân,53.14997,5.56446
Tzummarum,Waadhoeke,Fryslân,53.23945,5.54528
Ubbena,Assen,Drenthe,53.04973,6.57793
Ubbergen,Berg en Dal,Gelderland,51.83520,5.90277
Uddel,Apeldoorn,Gelderland,52.23546,5.79497
Uden,Maashorst,Noord-Brabant,51.66457,5.61582
Udenhout,Tilburg,Noord-Brabant,51.61840,5.13658
Uffelte,Westerveld,Drenthe,52.79549,6.27431
Ugchelen,Apeldoorn,Gelderland,52.17048,5.90113
Uitdam,Waterland,Noord-Holland,52.42605,5.06562
Uitgeest,Uitgeest,Noord-Holland,52.52343,4.72861
Uithoorn,Uithoorn,Noord-Holland,52.24243,4.82305
Uithuizen,Het Hogeland,Groningen,53.43923,6.68195
Uithuizermeeden,Het Hogeland,Groningen,53.43900,6.74650
Uitwellingerga,Súdwest-Fryslân,Fryslân,53.00119,5.71583
Uitwijk,Altena,Noord-Brabant,51.78819,4.99904
Ulestraten,Meerssen,Limburg,50.90141,5.77966
Ulft,Oude IJsselstreek,Gelderland,51.89520,6.37431
Ulicoten,Baarle-Nassau,Noord-Brabant,51.45218,4.85835
Ulrum,Het Hogeland,Groningen,53.36052,6.33846
Ulvenhout,Breda,Noord-Brabant,51.54585,4.79964
Ulvenhout AC,Alphen-Chaam,Noord-Brabant,51.53289,4.82157
Ureterp,Opsterland,Fryslân,53.09186,6.16148
Urk,Urk,Flevoland,52.69315,5.48160
Urmond,Stein,Limburg,51.00092,5.77473
Ursem,Alkmaar,Noord-Holland,52.62367,4.87547
Ursem,Koggenland,Noord-Holland,52.62867,4.90684
Usquert,Het Hogeland,Groningen,53.42412,6.60662
Utrecht,Utrecht,Utrecht,52.08869,5.09520
Vaals,Vaals,Limburg,50.76639,6.00003
Vaassen,Epe,Gelderland,52.28687,5.93225
Valburg,Overbetuwe,Gelderland,51.91348,5.78717
Valkenburg,Katwijk,Zuid-Holland,52.16992,4.43019
Valkenburg,Valkenburg aan de Geul,Limburg,50.86499,5.82430
Valkenswaard,Valkenswaard,Noord-Brabant,51.32375,5.44923
Valthe,Borger-Odoorn,Drenthe,52.84266,6.88685
Valthermond,Borger-Odoorn,Drenthe,52.88000,6.96236
Varik,West Betuwe,Gelderland,51.82783,5.36483
Varsselder,Oude IJsselstreek,Gelderland,51.88816,6.35193
Varsseveld,Oude IJsselstreek,Gelderland,51.94271,6.46754
Vasse,Tubbergen,Overijssel,52.42443,6.83052
Veelerveen,Westerwolde,Groningen,53.05470,7.14283
Veen,Altena,Noord-Brabant,51.77777,5.09694
Veendam,Veendam,Groningen,53.09769,6.90267
Veenendaal,Veenendaal,Utrecht,52.02368,5.55566
Veenhuizen,Noordenveld,Drenthe,53.02562,6.40815
Veeningen,De Wolden,Drenthe,52.66634,6.37221
Veenoord,Emmen,Drenthe,52.71754,6.84204
Veere,Veere,Zeeland,51.54422,3.66251
Veessen,Heerde,Gelderland,52.37795,6.08663
Vegelinsoord,De Fryske Marren,Fryslân,53.00560,5.84323
Veghel,Meierijstad,Noord-Brabant,51.60853,5.54447
Velddriel,Maasdriel,Gelderland,51.76821,5.29655
Velden,Venlo,Limburg,51.42000,6.18246
Veldhoven,Veldhoven,Noord-Brabant,51.41186,5.38321
Velp,Land van Cuijk,Noord-Brabant,51.74840,5.71377
Velp,Rheden,Gelderland,51.99705,5.98565
Velsen-Noord,Velsen,Noord-Holland,52.47551,4.59701
Velsen-Zuid,Velsen,Noord-Holland,52.44273,4.67569
Velserbroek,Velsen,Noord-Holland,52.43343,4.66336
Ven-Zelderheide,Gennep,Limburg,51.71224,6.01996
Venebrugge,Hardenberg,Overijssel,52.55762,6.67623
Venhorst,Boekel,Noord-Brabant,51.60810,5.73155
Venhuizen,Drechterland,Noord-Holland,52.66223,5.22994
Venlo,Venlo,Limburg,51.37905,6.14881
Venray,Venray,Limburg,51.53468,5.97156
Vessem,Eersel,Noord-Brabant,51.42709,5.28100
Vethuizen,Montferland,Gelderland,51.91249,6.29624
Veulen,Venray,Limburg,51.47874,5.95610
Vianen,Vijfheerenlanden,Utrecht,51.97517,5.08537
Vianen NB,Land van Cuijk,Noord-Brabant,51.71757,5.85396
Vierakker,Bronckhorst,Gelderland,52.10206,6.24647
Vierhouten,Nunspeet,Gelderland,52.33092,5.82777
Vierhuizen,Het Hogeland,Groningen,53.36712,6.29320
Vierlingsbeek,Land van Cuijk,Noord-Brabant,51.59278,5.99326
Vierpolders,Voorne aan Zee,Zuid-Holland,51.88479,4.18123
Vijfhuizen,Haarlemmermeer,Noord-Holland,52.35812,4.68993
Vijlen,Vaals,Limburg,50.77746,5.95516
Vilsteren,Ommen,Overijssel,52.50278,6.35721
Vinkega,Weststellingwerf,Fryslân,52.87223,6.12018
Vinkel,'s-Hertogenbosch,Noord-Brabant,51.70821,5.45868
Vinkel,Bernheze,Noord-Brabant,51.70433,5.48797
Vinkenbuurt,Ommen,Overijssel,52.58209,6.36312
Vinkeveen,De Ronde Venen,Utrecht,52.22073,4.94284
Visvliet,Westerkwartier,Groningen,53.26278,6.25861
Vlaardingen,Vlaardingen,Zuid-Holland,51.91739,4.32786
Vlagtwedde,Westerwolde,Groningen,53.01627,7.12329
Vledder,Westerveld,Drenthe,52.86090,6.20743
Vledderveen,Stadskanaal,Groningen,52.98251,7.01384
Vledderveen,Westerveld,Drenthe,52.87662,6.18691
Vleuten,Utrecht,Utrecht,52.10197,5.00829
Vlieland,Vlieland,Fryslân,53.21969,5.03465
Vlierden,Deurne,Noord-Brabant,51.44227,5.75441
Vlijmen,Heusden,Noord-Brabant,51.68990,5.20978
Vlissingen,Vlissingen,Zeeland,51.47077,3.44328
Vlist,Krimpenerwaard,Zuid-Holland,51.97728,4.82420
Vlodrop,Roerdalen,Limburg,51.14533,6.10421
Voerendaal,Voerendaal,Limburg,50.86622,5.92784
Vogelenzang,Bloemendaal,Noord-Holland,52.33063,4.57253
Vogelwaarde,Hulst,Zeeland,51.31820,3.98478
Volendam,Edam-Volendam,Noord-Holland,52.49953,5.07342
Volkel,Maashorst,Noord-Brabant,51.64741,5.67527
Vollenhove,Steenwijkerland,Overijssel,52.67552,5.97009
Vondelingenplaat Rotterdam,Rotterdam,Zuid-Holland,51.88636,4.35241
Voorburg,Leidschendam-Voorburg,Zuid-Holland,52.07622,4.36353
Voorhout,Teylingen,Zuid-Holland,52.22809,4.49383
Voorschoten,Voorschoten,Zuid-Holland,52.12482,4.43863
Voorst,Oude IJsselstreek,Gelderland,51.87369,6.41972
Voorst,Voorst,Gelderland,52.17801,6.13798
Voorthuizen,Barneveld,Gelderland,52.18785,5.62080
Vorchten,Heerde,Gelderland,52.39865,6.11048
Vorden,Bronckhorst,Gelderland,52.10153,6.34080
Vorstenbosch,Bernheze,Noord-Brabant,51.66277,5.55297
Vortum-Mullem,Land van Cuijk,Noord-Brabant,51.61644,5.97220
Vragender,Oost Gelre,Gelderland,51.98463,6.62195
Vredenheim,Aa en Hunze,Drenthe,52.94593,6.64350
Vredepeel,Venray,Limburg,51.54276,5.87048
Vreeland,Stichtse Vecht,Utrecht,52.23803,5.03599
Vries,Tynaarlo,Drenthe,53.07673,6.57608
Vriescheloo,Westerwolde,Groningen,53.07768,7.14021
Vriezenveen,Twenterand,Overijssel,52.42649,6.64002
Vroomshoop,Twenterand,Overijssel,52.46491,6.57585
Vrouwenakker,Nieuwkoop,Zuid-Holland,52.22595,4.78904
Vrouwenparochie,Waadhoeke,Fryslân,53.26693,5.70793
Vrouwenpolder,Veere,Zeeland,51.61506,3.64765
Vught,Vught,Noord-Brabant,51.65014,5.27952
Vuren,West Betuwe,Gelderland,51.84098,5.06133
Waaksens,Súdwest-Fryslân,Fryslân,53.10957,5.53962
Waal,Molenlanden,Zuid-Holland,51.93823,4.89965
Waalre,Waalre,Noord-Brabant,51.38729,5.46487
Waalwijk,Waalwijk,Noord-Brabant,51.69430,5.06886
Waarde,Reimerswaal,Zeeland,51.41017,4.07336
Waardenburg,West Betuwe,Gelderland,51.83887,5.24857
Waarder,Bodegraven-Reeuwijk,Zuid-Holland,52.05595,4.82806
Waardhuizen,Altena,Noord-Brabant,51.77474,4.99985
Waarland,Schagen,Noord-Holland,52.73054,4.81920
Waaxens,Noardeast-Fryslân,Fryslân,53.35611,5.91865
Wachtum,Coevorden,Drenthe,52.72753,6.74727
Waddinxveen,Waddinxveen,Zuid-Holland,52.04239,4.64071
Wadenoijen,Tiel,Gelderland,51.86752,5.35714
Wagenberg,Drimmelen,Noord-Brabant,51.66356,4.75102
Wagenborgen,Eemsdelta,Groningen,53.25950,6.94097
Wageningen,Wageningen,Gelderland,51.97348,5.66351
Walem,Valkenburg aan de Geul,Limburg,50.86479,5.86722
Walsoorden,Hulst,Zeeland,51.40049,4.00825
